279082, 296357, 289317, 304643, 38875, 19558, 275203, 152960, 295727, 277808, 284211, 251557, 193949, 126117, 261166, 252451, 172173, 210741, 241333, 293768
253470, 302785, 129291, 293798, 17092, 261785, 178561, 268222, 22071, 58893, 302155, 256084, 97179, 108517, 48444, 51620, 211963, 33003, 45428, 270102
16036, 57639, 3878, 666, 191325, 17359, 18613, 5, 7761, 41601, 169599, 19885, 43581, 853, 94730, 14735, 6406, 17, 35853, 205415
243843, 275859, 240059, 252185, 266895, 270731, 305987, 252209, 272053, 236169, 261793, 206743, 138903, 243203, 184333, 295747, 163233, 288699, 194595, 209954
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240058, 222857, 247753, 186368, 222856, 247111, 187007, 247752, 305987, 229877, 169019, 160787, 247751, 240698, 164351, 268863, 259905, 259264, 240697, 148867
159844, 175463, 195602, 159204, 194962, 274737, 201616, 201615, 160484, 195601, 102678, 221679, 240801, 275377, 243937, 221039, 9462, 175462, 293844, 159205
295765, 217009, 296405, 284997, 296406, 259956, 165329, 297045, 295764, 217010, 269441, 297046, 285465, 296404, 295125, 256176, 295766, 284996, 284357, 236839
178700, 178701, 32235, 178699, 180489, 90313, 264462, 199149, 188211, 166518, 148569, 211964, 226069, 48157, 149208, 93587, 151766, 148567, 18011, 179341
135718, 136765, 213684, 137405, 145416, 198470, 167527, 124868, 135719, 231835, 214323, 252277, 199149, 281642, 160702, 252278, 213683, 166887, 136125, 281002
295761, 199874, 204397, 265096, 77579, 284369, 265095, 204398, 42661, 106635, 300865, 265736, 42579, 296401, 144013, 256691, 259875, 265735, 162024, 79778
41108, 148567, 148699, 147928, 147202, 217051, 64778, 147201, 85905, 180547, 205560, 184557, 85904, 177501, 278606, 41748, 171661, 148059, 256139, 176861
225993, 182457, 183098, 65451, 182458, 55167, 83718, 183097, 83717, 254793, 138884, 207475, 65452, 143398, 211929, 266356, 218986, 139524, 84357, 176685
221535, 67329, 133238, 257445, 148773, 265686, 159248, 238105, 219591, 178560, 138884, 42680, 168483, 200329, 138885, 132519, 158608, 160718, 187583, 142802
69862, 220192, 270199, 69222, 269559, 277981, 269558, 255433, 270256, 220833, 206193, 270896, 69861, 232433, 278621, 229827, 289529, 271535, 233112, 254794
222757, 223397, 291287, 181925, 293961, 224037, 182565, 223398, 224038, 59005, 190813, 222758, 191453, 219627, 224678, 198511, 135051, 135050, 182562, 64675
275251, 220897, 274611, 273970, 135719, 221537, 220896, 222175, 135718, 221536, 274610, 280999, 277077, 285359, 218275, 240059, 273971, 259464, 137629, 280998
282917, 200415, 59005, 279082, 201055, 184963, 204931, 80663, 96185, 152343, 143372, 136325, 204932, 185603, 220337, 100553, 225425, 202976, 201056, 200414
57189, 56549, 56548, 57190, 203139, 162024, 57188, 201004, 162025, 57829, 131379, 233167, 275261, 136320, 247755, 84112, 217042, 130101, 162023, 128645
124447, 66060, 66059, 179911, 136341, 243893, 180551, 55681, 239423, 189440, 170965, 239422, 176685, 253477, 145369, 96755, 175410, 87093, 243255, 87733
