59, 439, 517, 718, 838, 1238, 1494, 1541, 1564, 1589, 1705, 1906, 1907, 2320, 2321, 2509, 2614, 2623, 2852, 2922
57639, 5, 679, 202828, 280245, 7755, 191325, 7863, 66658, 2091, 1299, 28232, 53784, 1992, 234844, 7761, 853, 50, 15384, 14182
293169, 257937, 291236, 254723, 301492, 254722, 271362, 280360, 284217, 284198, 248967, 281009, 283553, 281615, 268816, 263697, 305993, 288030, 277801, 274563
273305, 260483, 77469, 282263, 295747, 77468, 276541, 278413, 298927, 277133, 286121, 304647, 275223, 281001, 295719, 289987, 277155, 286741, 292541, 282251
281181, 281180, 280541, 94169, 94809, 289999, 29263, 280540, 212103, 107482, 16887, 122917, 128795, 169067, 63905, 16886, 13875, 289359, 260323, 94808
158644, 141647, 229989, 142287, 56947, 160686, 101029, 159284, 90135, 160685, 222276, 144283, 159279, 181296, 181295, 230140, 30311, 278857, 242145, 159278
213615, 207327, 214255, 119286, 38646, 213614, 38647, 34461, 206687, 31745, 35101, 39287, 36382, 269401, 268765, 34462, 119287, 212975, 280799, 214254
212521, 31232, 213161, 231825, 233745, 233104, 233105, 46528, 42041, 231824, 47168, 292124, 233744, 237563, 237561, 34383, 236923, 213160, 236924, 231185
31232, 288772, 71935, 38251, 206267, 76026, 61345, 180095, 38891, 49503, 76666, 76617, 234380, 89418, 112575, 61344, 74059, 231592, 268469, 283641
31232, 11851, 10571, 11211, 12491, 100427, 50358, 234482, 132251, 9931, 13131, 99787, 49718, 234481, 250389, 235122, 124756, 233841, 52302, 152926
195981, 31232, 61936, 196621, 283107, 61296, 68599, 195982, 61935, 69239, 62576, 61295, 60656, 67322, 283106, 86889, 66682, 283747, 195980, 67321
31232, 34821, 57375, 299699, 59295, 225555, 58015, 213227, 83157, 59296, 59936, 28131, 56735, 28771, 59935, 218255, 58655, 216335, 58656, 212587
31232, 203735, 203734, 265699, 157877, 47236, 90076, 204374, 218359, 274718, 175676, 26093, 205465, 283042, 17254, 204375, 218308, 215126, 298179, 17894
31232, 36363, 76088, 26093, 75401, 74761, 68329, 275084, 26733, 275083, 26094, 119515, 75402, 76727, 99671, 74762, 68969, 118875, 37003, 26734
31232, 9597, 8317, 8957, 197287, 137577, 196647, 142603, 9596, 197927, 141963, 7677, 32463, 569, 36343, 81093, 72783, 296004, 222135, 141962
31232, 160787, 160788, 161428, 161427, 40239, 274113, 104414, 160148, 162708, 162707, 273473, 104415, 275393, 162068, 160147, 40238, 163347, 162067, 274753
31232, 287393, 287392, 269549, 45916, 51681, 238300, 148992, 237660, 66286, 45915, 65771, 291125, 203072, 45276, 45275, 63236, 236236, 288033, 291126
31232, 45914, 45915, 45274, 46555, 46554, 45275, 35023, 88184, 87544, 278553, 44635, 34384, 6253, 35663, 124043, 109321, 34383, 87545, 35024
31232, 58713, 282273, 86247, 71496, 124146, 85619, 44661, 74071, 282913, 215875, 268949, 288142, 215874, 216514, 238252, 60043, 207265, 281633, 74131
31232, 65229, 64589, 259182, 19152, 35112, 238167, 63243, 63262, 106013, 92677, 234633, 93317, 183231, 169110, 169109, 63949, 128515, 93316, 63263
31232, 264970, 265610, 128495, 127855, 111268, 224222, 128494, 217787, 223582, 34479, 65698, 52257, 218427, 127215, 38868, 81729, 127854, 264969, 67069
31232, 231144, 229223, 93895, 93255, 91975, 230504, 67709, 189371, 91335, 228583, 97201, 67070, 307122, 188731, 61905, 90695, 100944, 254081, 97098
31232, 194577, 84915, 35011, 18975, 36867, 195217, 90040, 38821, 38181, 12845, 132918, 201871, 66386, 42757, 82992, 66387, 66385, 129773, 68899
31232, 127739, 128379, 50379, 60611, 66341, 17716, 266217, 115055, 66342, 305341, 66981, 81173, 130393, 185167, 54820, 49739, 51019, 25389, 114416
31232, 67061, 107451, 67701, 67060, 104803, 58715, 190810, 66421, 104055, 258115, 63221, 240757, 54897, 45251, 59995, 272054, 191450, 56761, 59355
31232, 123909, 92009, 107319, 49116, 52969, 217695, 123910, 93239, 24821, 82457, 58048, 74713, 186240, 107331, 43942, 65107, 123269, 79127, 116316
31232, 91995, 252851, 173635, 91996, 173634, 56841, 115567, 174275, 72707, 252211, 91355, 72706, 253491, 174274, 172995, 57481, 92635, 25589, 98381
31232, 88125, 264331, 49222, 231802, 97188, 87485, 264971, 89399, 90038, 90051, 90039, 12697, 86897, 222278, 139341, 116339, 90691, 243848, 95849
31232, 58057, 257295, 256655, 65724, 258122, 28052, 58697, 81105, 86929, 94517, 28691, 257483, 257935, 58056, 65725, 58054, 17701, 258123, 256015
31232, 25973, 27383, 114535, 108683, 26613, 131041, 88064, 14611, 38335, 288025, 52357, 15251, 85673, 136189, 239380, 35747, 287385, 28131, 48479
31232, 138667, 56778, 92795, 231235, 92796, 277370, 278011, 139307, 56777, 278010, 45924, 277371, 114300, 230595, 47183, 186905, 109861, 54247, 97159
31232, 99630, 118889, 99629, 118249, 100270, 84964, 85604, 99631, 98990, 85603, 196037, 86249, 28669, 226691, 191521, 160498, 90717, 106833, 122166
31232, 26725, 27365, 26724, 33894, 69028, 112490, 61353, 69668, 21634, 27493, 111850, 27364, 102803, 49877, 112489, 133652, 29953, 79814, 151035
31232, 44553, 43913, 51069, 12201, 93903, 43912, 93905, 63185, 63825, 32471, 297021, 93904, 45921, 296381, 63143, 31191, 67667, 27398, 31831
31232, 56898, 56258, 276486, 34470, 225485, 94581, 112628, 275846, 84939, 56257, 56897, 51632, 229906, 36232, 55618, 19051, 93829, 231213, 75958
31232, 187144, 186504, 187143, 42741, 273802, 252927, 43405, 79882, 74868, 83661, 94569, 90697, 27340, 27339, 55403, 224239, 187783, 79133, 69533
31232, 63173, 63174, 62533, 63175, 63172, 62535, 62534, 63176, 63813, 63171, 62532, 63177, 62537, 62531, 63812, 62536, 63811, 63816, 61893
31232, 119602, 110602, 110603, 119601, 120242, 109963, 2997, 109962, 91993, 102871, 13931, 61891, 13291, 68287, 112454, 123253, 287401, 9351, 119603
31232, 199174, 35713, 100996, 47929, 33747, 61877, 199814, 28111, 33107, 33106, 56735, 56734, 73992, 33746, 283531, 86901, 73353, 85640, 100997
31232, 13305, 13865, 69033, 54827, 13945, 73407, 79763, 24757, 107900, 76557, 19799, 42107, 23553, 24117, 72767, 197905, 51110, 152119, 152120
