1.1025692,1.6560463,316.66595,21.981174,2.4913895
2.130749,2.0332503,238.66107,-44.673138,-30.196022
8.902807,3.361874,76.06422,-51.511143,-12.771421
45.289295,56.486954,46.5975,-19.65874,-7.8175397
0.0,0.0,0.0,0.0,0.0
299.9817,54.690346,24.468128,5.7001367,-21.659779
332.88046,27.75632,25.678017,6.1590242,-23.995926
330.45905,30.98767,26.109953,4.4779644,-24.90062
322.84903,19.795824,26.191536,3.8362463,-25.094585
324.58176,19.619947,26.338657,3.7890377,-25.294641
326.22058,19.543402,26.837856,3.3435233,-25.902634
327.33035,19.885328,27.120043,3.1474228,-26.230251
328.352,19.551695,26.92068,2.2852647,-26.104738
328.4958,19.431162,27.199833,2.383344,-26.391344
329.2094,19.404364,27.565544,2.0498717,-26.790049
329.41415,19.161596,27.722422,2.1121223,-26.954239
330.29358,19.718328,27.806185,1.7185519,-27.081797
328.87308,19.32871,27.69957,1.2678534,-26.995455
328.6992,19.21535,27.73514,0.8979494,-27.055483
328.82013,19.21004,27.71301,0.48839772,-27.035894
328.0212,19.285196,27.868353,0.10929782,-27.212244
328.1341,19.153902,28.177052,-0.23160665,-27.530924
327.6789,19.054182,28.524387,-0.9492215,-27.87794
327.99072,19.018335,28.849182,-1.3487039,-28.187605
326.87997,18.797787,29.04237,-1.7904102,-28.363346
326.175,18.76529,28.870218,-2.2497883,-28.159115
324.85876,18.897825,28.6718,-2.7727633,-27.915966
323.8695,18.8891,28.767464,-3.082544,-27.978252
323.65494,18.733635,28.779808,-3.244655,-27.976328
323.73874,18.69879,28.978354,-3.8564095,-28.106972
321.19843,18.530298,29.234974,-1.4108974,-28.593801
324.5596,18.58029,29.134808,-4.5805254,-28.156057
324.48178,18.563782,29.23538,-4.872223,-28.2182
324.43085,18.566338,29.367617,-5.042671,-28.331406
324.59277,18.785198,29.19219,-5.2127395,-28.10983
325.34665,18.923115,29.177504,-4.8743787,-28.168642
326.41412,18.374197,29.12424,-5.110166,-28.07138
327.76108,18.22231,29.329351,-5.3798957,-28.229174
328.45145,18.16852,29.628925,-5.941729,-28.433714
