7.7219963,3.2685585,105.04744,-86.95819,22.545906
19.164139,6.603801,80.357,-61.616444,29.434954
32.21429,9.291419,63.787476,-41.53677,21.15162
39.4449,10.8302765,57.790424,-37.162846,13.948143
42.68495,11.756869,56.75798,-35.71423,9.693866
41.942104,11.071838,56.40098,-35.37638,8.4188385
41.337635,10.723222,57.361862,-37.681503,6.99339
42.513706,12.824536,56.98784,-38.98133,7.154776
43.977016,17.679659,56.64621,-38.35945,5.6560655
45.236164,22.570919,56.77489,-38.826096,5.8254933
44.108498,20.149536,56.82502,-38.607067,6.124613
43.02172,18.229692,56.60907,-37.888527,6.193949
42.86806,19.706396,56.42349,-38.229805,6.5065274
40.778263,15.711595,56.40705,-37.070755,6.9533105
39.199844,12.707722,57.288094,-38.501953,7.037142
39.257076,11.8809185,57.0786,-38.27502,5.963444
39.169853,10.896078,56.935307,-37.951103,6.437529
38.124973,9.98916,57.21794,-37.19363,6.861367
36.85992,9.5085535,57.924732,-36.938175,7.223285
35.725174,9.286165,58.060795,-36.48489,9.004192
34.313072,9.004633,57.74194,-34.880383,11.195493
33.082867,8.910461,58.89306,-36.25522,12.136993
32.099377,8.829956,59.030403,-36.635967,13.769663
30.750446,8.603893,58.80041,-34.523293,15.101643
29.586351,8.448379,59.997097,-36.554165,14.514333
29.045225,8.361392,61.72273,-39.675873,15.135187
28.77434,8.342749,61.901093,-39.8214,14.82268
28.536005,8.317604,62.062103,-39.64228,16.475328
28.495468,8.329468,63.2423,-41.92362,16.07642
28.226566,8.282564,62.88995,-41.007023,16.292305
27.735956,8.208099,63.261646,-41.00475,18.603735
27.294458,8.146913,63.992153,-42.164318,17.813763
26.864815,8.0525255,64.38796,-42.861984,16.489645
27.22303,8.110577,66.316864,-45.9668,17.530136
28.636137,8.400878,66.846275,-48.06509,16.75502
33.492153,8.937129,69.098694,-52.244404,0.16248924
78.06512,28.725279,67.94297,-58.960266,-9.167903
173.33676,56.55678,56.806973,-47.8821,-5.198846
271.25305,85.3103,54.105453,-40.823097,-1.229052
361.78818,108.55912,46.98885,-27.563637,5.824015
389.20108,120.343994,45.584263,-15.532977,12.839111
338.2418,125.693275,50.26487,-1.3923887,28.0707
140.69061,73.756256,60.82645,30.536312,25.071508
19.900883,6.7484336,80.7185,0.32117927,-66.30067
4.9574084,2.68276,107.42057,-71.773834,-55.60377
1.3250076,1.9402877,303.3218,-70.334076,-6.933002
1.0148817,1.7980024,323.6124,6.2734795,9.082972
0.94605714,1.7669097,331.67184,-43.9917,3.5393517
0.9215327,1.7554032,337.30707,-52.950302,1.6478746
0.9172167,1.7608112,335.7265,-40.413204,-21.101055
0.96750796,1.7772682,329.97458,28.488798,12.560101
1.147877,1.8463265,311.91232,-18.805626,-16.627537
1.9384218,2.1285932,269.47012,-118.71215,-31.507103
8.322308,2.8511214,63.433006,-39.973824,-35.273666
41.588123,13.012391,83.580055,-18.966179,-66.97818
356.35086,309.96222,39.444515,-19.980127,-25.604368
667.32086,319.8879,15.491363,-12.370753,-4.5732408
723.88586,287.58502,12.725466,-10.827746,-4.11266
719.50323,281.70718,13.071332,-11.853749,-3.673185
632.07355,298.60703,16.900341,-15.174264,-5.1329746
