0,0,0,0
0,1,0,0
0,2,0,0
1,3,0,36585
1,3,1,53401
1,3,2,36949
1,3,3,18512
1,3,4,83967
1,3,5,119287
1,3,6,80423
1,3,7,125374
1,3,8,207506
1,3,9,160959
1,3,10,197468
1,3,11,178436
1,3,12,238162
1,3,13,278029
1,3,14,240466
1,3,15,291808
1,4,0,47486
1,4,1,41212
1,4,2,4803
1,4,3,46682
1,4,4,82565
1,4,5,152579
1,4,6,148893
1,4,7,138845
1,4,8,219603
1,4,9,200577
1,4,10,179678
1,4,11,179045
1,4,12,297680
1,4,13,279247
1,4,14,298635
1,4,15,291808
1,5,0,44847
1,5,1,22662
1,5,2,70134
1,5,3,28765
1,5,4,144005
1,5,5,82201
1,5,6,87451
1,5,7,151643
1,5,8,224711
1,5,9,160310
1,5,10,215373
1,5,11,229629
1,5,12,254151
1,5,13,239631
1,5,14,242940
1,5,15,291808
1,6,0,3327
1,6,1,56554
1,6,2,71411
1,6,3,26838
1,6,4,112721
1,6,5,110935
1,6,6,106061
1,6,7,136935
1,6,8,157453
1,6,9,154532
1,6,10,215450
1,6,11,199543
1,6,12,290673
1,6,13,235760
1,6,14,246738
1,6,15,291808
1,7,0,37914
1,7,1,47654
1,7,2,68869
1,7,3,41578
1,7,4,144669
1,7,5,112273
1,7,6,82307
1,7,7,115180
1,7,8,207454
1,7,9,164736
1,7,10,223078
1,7,11,218096
1,7,12,256099
1,7,13,244148
1,7,14,301766
1,7,15,291808
1,8,0,52549
1,8,1,67413
1,8,2,38808
1,8,3,61434
1,8,4,120969
1,8,5,84067
1,8,6,101475
1,8,7,131756
1,8,8,157443
1,8,9,221041
1,8,10,209707
1,8,11,223323
1,8,12,236865
1,8,13,253020
1,8,14,286434
1,8,15,291808
1,9,0,20609
1,9,1,9778
1,9,2,17607
1,9,3,3721
1,9,4,98564
1,9,5,82096
1,9,6,141189
1,9,7,94647
1,9,8,169055
1,9,9,175034
1,9,10,197584
1,9,11,184167
1,9,12,257309
1,9,13,242115
1,9,14,254435
1,9,15,291808
1,10,0,37821
1,10,1,68131
1,10,2,70726
1,10,3,3721
1,10,4,122388
1,10,5,82096
1,10,6,147595
1,10,7,110580
1,10,8,169055
1,10,9,175034
1,10,10,197584
1,10,11,184167
1,10,12,263110
1,10,13,265180
1,10,14,294151
1,10,15,291808
1,11,0,73621
1,11,1,42470
1,11,2,44508
1,11,3,67723
1,11,4,106886
1,11,5,146129
1,11,6,125271
1,11,7,83083
1,11,8,179961
1,11,9,190921
1,11,10,184648
1,11,11,202102
1,11,12,272151
1,11,13,306189
1,11,14,288384
1,11,15,291808
1,12,0,20505
1,12,1,16866
1,12,2,50989
1,12,3,39546
1,12,4,98017
1,12,5,83361
1,12,6,104641
1,12,7,86333
1,12,8,165144
1,12,9,198602
1,12,10,176411
1,12,11,207845
1,12,12,242628
1,12,13,269740
1,12,14,275585
1,12,15,291808
1,13,0,55761
1,13,1,13653
1,13,2,61216
1,13,3,47920
1,13,4,140239
1,13,5,100029
1,13,6,80344
1,13,7,121477
1,13,8,162079
1,13,9,229959
1,13,10,187913
1,13,11,162492
1,13,12,279141
1,13,13,271017
1,13,14,295517
1,13,15,291808
1,14,0,37854
1,14,1,25189
1,14,2,12591
1,14,3,46714
1,14,4,121023
1,14,5,142917
1,14,6,85509
1,14,7,78586
1,14,8,167057
1,14,9,220421
1,14,10,163673
1,14,11,161792
1,14,12,265620
1,14,13,306785
1,14,14,278141
1,14,15,291808
1,15,0,51907
1,15,1,26539
1,15,2,52172
1,15,3,15921
1,15,4,117212
1,15,5,126980
1,15,6,132856
1,15,7,126017
1,15,8,216376
1,15,9,221704
1,15,10,189783
1,15,11,168169
1,15,12,246435
1,15,13,244797
1,15,14,289697
1,15,15,291808
1,16,0,46144
1,16,1,67469
1,16,2,6801
1,16,3,51694
1,16,4,131213
1,16,5,146758
1,16,6,123955
1,16,7,83104
1,16,8,174815
1,16,9,196659
1,16,10,207740
1,16,11,206062
1,16,12,290571
1,16,13,285047
1,16,14,284569
1,16,15,291808
1,17,0,61593
1,17,1,60473
1,17,2,11356
1,17,3,20418
1,17,4,88419
1,17,5,134587
1,17,6,133517
1,17,7,135615
1,17,8,211851
1,17,9,199916
1,17,10,166181
1,17,11,199005
1,17,12,293260
1,17,13,283114
1,17,14,302504
1,17,15,291808
1,18,0,15493
1,18,1,73277
1,18,2,45173
1,18,3,52961
1,18,4,124859
1,18,5,103217
1,18,6,79688
1,18,7,125393
1,18,8,204172
1,18,9,207599
1,18,10,208387
1,18,11,179737
1,18,12,252857
1,18,13,298433
1,18,14,267909
1,18,15,291808
1,19,0,67959
1,19,1,9243
1,19,2,50909
1,19,3,37070
1,19,4,148521
1,19,5,121240
1,19,6,141226
1,19,7,143277
1,19,8,207388
1,19,9,197957
1,19,10,189773
1,19,11,209865
1,19,12,269579
1,19,13,251053
1,19,14,289047
1,19,15,291808
1,20,0,49973
1,20,1,39959
1,20,2,20201
1,20,3,45951
1,20,4,131243
1,20,5,111535
1,20,6,136683
1,20,7,120824
1,20,8,199826
1,20,9,179445
1,20,10,213450
1,20,11,178421
1,20,12,271442
1,20,13,256282
1,20,14,272425
1,20,15,291808
1,21,0,66019
1,21,1,66830
1,21,2,66249
1,21,3,3107
1,21,4,137648
1,21,5,150683
1,21,6,79116
1,21,7,131721
1,21,8,158238
1,21,9,156463
1,21,10,217391
1,21,11,213608
1,21,12,266272
1,21,13,269653
1,21,14,296061
1,21,15,291808
1,22,0,72447
1,22,1,1449
1,22,2,13789
1,22,3,67082
1,22,4,142207
1,22,5,106515
1,22,6,117581
1,22,7,125339
1,22,8,183735
1,22,9,215949
1,22,10,217325
1,22,11,183657
1,22,12,238203
1,22,13,288869
1,22,14,300569
1,22,15,291808
1,23,0,72408
1,23,1,42481
1,23,2,67029
1,23,3,22319
1,23,4,125546
1,23,5,108320
1,23,6,99675
1,23,7,88264
1,23,8,188824
1,23,9,205617
1,23,10,187260
1,23,11,224499
1,23,12,269549
1,23,13,306235
1,23,14,272323
1,23,15,291808
1,24,0,71805
1,24,1,48889
1,24,2,4887
1,24,3,34431
1,24,4,93462
1,24,5,103908
1,24,6,152151
1,24,7,78693
1,24,8,161436
1,24,9,185769
1,24,10,223097
1,24,11,167576
1,24,12,298264
1,24,13,247866
1,24,14,233947
1,24,15,291808
1,25,0,64071
1,25,1,38585
1,25,2,10054
1,25,3,68979
1,25,4,119163
1,25,5,92396
1,25,6,83008
1,25,7,141989
1,25,8,182537
1,25,9,172402
1,25,10,228270
1,25,11,199565
1,25,12,298364
1,25,13,272279
1,25,14,278121
1,25,15,291808
1,26,0,10334
1,26,1,51519
1,26,2,54180
1,26,3,70269
1,26,4,79486
1,26,5,149317
1,26,6,123209
1,26,7,136259
1,26,8,194699
1,26,9,190315
1,26,10,221781
1,26,11,202817
1,26,12,288069
1,26,13,249153
1,26,14,301128
1,26,15,291808
1,27,0,22477
1,27,1,55229
1,27,2,48453
1,27,3,17140
1,27,4,103725
1,27,5,99392
1,27,6,136067
1,27,7,101081
1,27,8,178635
1,27,9,167226
1,27,10,173181
1,27,11,225251
1,27,12,267679
1,27,13,231857
1,27,14,236532
1,27,15,291808
1,28,0,58894
1,28,1,37373
1,28,2,74068
1,28,3,42803
1,28,4,91663
1,28,5,148026
1,28,6,106650
1,28,7,88173
1,28,8,229815
1,28,9,212052
1,28,10,154063
1,28,11,220004
1,28,12,251553
1,28,13,254983
1,28,14,294137
1,28,15,291808
1,29,0,785
1,29,1,44340
1,29,2,337
1,29,3,5656
1,29,4,79433
1,29,5,150655
1,29,6,146265
1,29,7,90105
